* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\TaqMan_Std.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP	EXPFAIL	THOLDFAIL
G2	20	99505	47755	28571	37873
G3	20	13841	13507	17521	33850
G4	20	15077	14584	18629	35555
G5	20	102487	49990	30425	40033
G6	20	97916	48668	29794	39524
G7	20	13081	14042	18733	36305
G8	20	13184	14050	18740	36366
G9	20	-13114	-8485	-5448	-4635
G10	20	-13724	-8965	-5812	-4973
G11	20	-13523	-8840	-5800	-5056
G12	20	-11734	-7475	-4767	-4047
H1	20	-10984	-7189	-4693	-4023
H2	20	-12350	-8060	-5250	-4490
H3	20	-10906	-7055	-4516	-3755
H4	20	-13275	-8663	-5531	-4681
H5	20	-12185	-7805	-4942	-4038
H6	20	-12044	-7801	-4913	-4067
H7	20	-12921	-8245	-5229	-4354
H8	20	-13361	-8648	-5539	-4683
H9	20	-14150	-9155	-5855	-4914
H10	20	-13910	-9028	-5799	-4832
H11	20	-12658	-8134	-5191	-4461
H12	20	-12430	-8014	-5174	-4483
A1	21	-12859	-8432	-5453	-4560
A2	21	-12410	-8007	-5114	-4236
A3	21	-13059	-8457	-5505	-4666
A4	21	-13561	-8796	-5668	-4811
A5	21	-12561	-8179	-5326	-4533
A6	21	-12711	-8280	-5391	-4585
A7	21	-12146	-7834	-5015	-4216
A8	21	-12368	-7929	-5046	-4212
A9	21	-12644	-8190	-5264	-4476
A10	21	-12940	-8350	-5327	-4516
A11	21	-13211	-8518	-5510	-4760
A12	21	-12169	-7825	-5035	-4266
B1	21	80066	37614	23017	31501
B2	21	78607	37013	21891	30038
B3	21	8777	9669	14039	28699
B4	21	9550	10353	14696	29888
B5	21	108810	52691	31788	41723
B6	21	96048	47469	29040	38676
B7	21	11520	12492	17004	33387
B8	21	12119	13206	17917	35093
B9	21	93211	46237	28331	37776
B10	21	83755	41777	25714	34389
B11	21	10712	11678	15645	30476
B12	21	7595	9743	14379	29096
C1	21	86797	41403	24599	32735
C2	21	96588	46320	27709	36708
C3	21	11023	11536	15719	31016
C4	21	14867	14759	19076	36921
C5	21	94666	45432	27385	36329
C6	21	115197	55875	33729	44463
C7	21	13676	14161	18616	36002
C8	21	16793	16778	21418	40545
C9	21	97528	48450	29464	38863
C10	21	90472	45052	27477	36667
C11	21	9533	11163	15659	30924
C12	21	9804	11282	15625	30779
D1	21	95020	45607	27357	36260
D2	21	96854	45775	27214	36157
D3	21	13714	13455	17481	33923
D4	21	16467	15738	19730	37367
D5	21	112548	54470	32840	42953
D6	21	109044	53115	32050	42033
D7	21	15261	14995	19154	36326
D8	21	12143	13256	17909	34865
D9	21	96081	47432	28873	38119
D10	21	91459	45555	27860	37170
D11	21	12166	13189	17730	34526
D12	21	10170	11545	15735	30808
E1	21	88007	41792	25085	33460
E2	21	99308	47067	27947	36850
E3	21	12827	12887	16851	32741
E4	21	16152	15572	19693	37216
E5	21	110776	53680	32436	42289
E6	21	114102	55641	33605	43825
E7	21	16083	15726	19716	36879
E8	21	12936	13703	18231	35462
E9	21	90023	44477	27093	36270
E10	21	97827	48658	29746	39447
E11	21	10788	12119	16356	31946
E12	21	8925	10703	15028	29820
F1	21	89987	42861	25889	34431
F2	21	96908	45487	27044	35880
F3	21	13236	13137	17149	33331
F4	21	15024	14560	18690	35824
F5	21	102912	49900	30230	39718
F6	21	103633	50991	30960	40878
F7	21	16028	16053	20657	39272
F8	21	15311	15676	20221	38486
F9	21	94867	46906	28782	38200
F10	21	97628	48758	29848	39457
F11	21	11493	12602	17166	33728
F12	21	11185	12533	16969	32958
G1	21	100666	48586	29271	38426
G2	21	99121	47529	28369	37541
G3	21	13964	13656	17647	34062
G4	21	15151	14610	18616	35512
G5	21	103008	50222	30504	40035
G6	21	98124	48806	29780	39497
G7	21	12914	13893	18565	36040
G8	21	13311	14177	18813	36482
G9	21	-13131	-8504	-5482	-4632
G10	21	-13766	-8990	-5837	-4968
G11	21	-13530	-8850	-5822	-5085
G12	21	-11750	-7496	-4774	-4072
H1	21	-10991	-7199	-4703	-4022
H2	21	-12340	-8061	-5255	-4496
H3	21	-10962	-7095	-4530	-3767
H4	21	-13299	-8662	-5538	-4655
H5	21	-12161	-7811	-4946	-4071
H6	21	-12049	-7796	-4925	-4069
H7	21	-12925	-8253	-5234	-4359
H8	21	-13367	-8659	-5560	-4683
H9	21	-14153	-9154	-5861	-4912
H10	21	-13909	-9007	-5796	-4839
H11	21	-12661	-8116	-5192	-4465
H12	21	-12438	-8019	-5187	-4454
A1	22	-12909	-8468	-5467	-4584
A2	22	-12474	-8028	-5147	-4268
A3	22	-13093	-8475	-5517	-4686
A4	22	-13597	-8825	-5686	-4853
A5	22	-12584	-8225	-5362	-4531
A6	22	-12725	-8298	-5392	-4575
A7	22	-12154	-7842	-5019	-4215
A8	22	-12385	-7949	-5052	-4241
A9	22	-12632	-8192	-5271	-4480
A10	22	-12924	-8343	-5347	-4511
A11	22	-13229	-8525	-5518	-4751
A12	22	-12199	-7852	-5053	-4294
B1	22	80290	37711	23018	31429
B2	22	79004	37191	21971	30037
B3	22	8879	9733	14096	28790
B4	22	9607	10393	14714	29910
B5	22	108660	52523	31602	41373
B6	22	96390	47618	29071	38681
B7	22	11810	12749	17256	33724
B8	22	12221	13351	18023	35158
B9	22	93302	46293	28321	37644
B10	22	84034	41895	25746	34386
B11	22	10584	11589	15541	30266
B12	22	7670	9819	14445	29189
C1	22	86892	41468	24585	32669
C2	22	96768	46421	27727	36695
C3	22	10886	11412	15565	30789
C4	22	14898	14753	19068	36871
C5	22	95474	45898	27680	36663
C6	22	115623	56112	33822	44547
C7	22	13700	14195	18689	36080
C8	22	16878	16856	21418	40546
C9	22	98052	48680	29564	38953
C10	22	90656	45156	27495	36624
C11	22	9671	11257	15716	31041
C12	22	9880	11332	15679	30859
D1	22	94940	45572	27278	36115
D2	22	97157	45923	27285	36194
D3	22	13743	13511	17476	33940
D4	22	16559	15793	19780	37395
D5	22	112815	54592	32847	42926
D6	22	109322	53275	32110	42053
D7	22	15615	15274	19431	36778
D8	22	12453	13506	18131	35201
D9	22	96628	47695	28970	38209
D10	22	92212	45908	28009	37351
D11	22	12194	13236	17759	34530
D12	22	10185	11559	15739	30761
E1	22	87983	41759	25037	33319
E2	22	100022	47426	28134	37031
E3	22	12951	13013	16975	32890
E4	22	16255	15689	19758	37315
E5	22	111568	54115	32663	42531
E6	22	114479	55824	33662	43871
E7	22	16120	15793	19729	36868
E8	22	13228	13960	18460	35795
E9	22	90513	44685	27194	36296
E10	22	97975	48745	29735	39379
E11	22	10952	12285	16517	32130
E12	22	8922	10727	15002	29818
F1	22	90021	42895	25868	34330
F2	22	97854	45968	27276	36127
F3	22	13373	13264	17288	33498
F4	22	14973	14540	18640	35711
F5	22	103299	50119	30288	39731
F6	22	104521	51479	31189	41149
F7	22	15994	16094	20635	39172
F8	22	15352	15754	20257	38522
F9	22	95379	47176	28893	38277
F10	22	97752	48820	29828	39355
F11	22	11511	12619	17182	33701
F12	22	11231	12606	17013	33031
G1	22	101083	48823	29351	38483
G2	22	99591	47749	28440	37601
G3	22	13839	13544	17522	33794
G4	22	15046	14567	18565	35392
G5	22	103404	50434	30588	40100
G6	22	98794	49117	29965	39671
G7	22	13095	14071	18710	36223
G8	22	13421	14230	18890	36540
G9	22	-13139	-8515	-5487	-4644
G10	22	-13752	-8965	-5830	-4975
G11	22	-13551	-8870	-5820	-5050
G12	22	-11753	-7507	-4807	-4090
H1	22	-11013	-7223	-4713	-4047
H2	22	-12355	-8067	-5260	-4496
H3	22	-10926	-7057	-4539	-3770
H4	22	-13297	-8656	-5555	-4680
H5	22	-12188	-7817	-4952	-4090
H6	22	-12084	-7818	-4953	-4068
H7	22	-12934	-8265	-5245	-4363
H8	22	-13378	-8639	-5570	-4678
H9	22	-14148	-9151	-5859	-4919
H10	22	-13949	-9061	-5815	-4860
H11	22	-12659	-8115	-5201	-4471
H12	22	-12448	-8029	-5172	-4470
A1	23	-12888	-8451	-5467	-4599
A2	23	-12496	-8056	-5139	-4280
A3	23	-13084	-8456	-5521	-4674
A4	23	-13601	-8826	-5708	-4863
A5	23	-12599	-8235	-5364	-4533
A6	23	-12728	-8290	-5391	-4581
A7	23	-12210	-7871	-5030	-4245
A8	23	-12424	-7961	-5048	-4232
A9	23	-12646	-8191	-5274	-4489
A10	23	-12928	-8334	-5329	-4498
A11	23	-13264	-8525	-5505	-4754
A12	23	-12171	-7822	-5059	-4282
B1	23	80973	38060	23176	31618
B2	23	79446	37400	22049	30100
B3	23	8836	9753	14074	28754
B4	23	9699	10485	14784	29972
B5	23	110005	53210	31923	41726
B6	23	97117	47984	29277	38819
B7	23	11650	12698	17143	33601
B8	23	12328	13466	18112	35262
B9	23	94283	46772	28531	37868
B10	23	84358	42077	25803	34390
B11	23	10529	11618	15539	30116
B12	23	7664	9878	14446	29127
C1	23	87043	41498	24551	32596
C2	23	96987	46490	27727	36652
C3	23	11261	11710	15843	31157
C4	23	14939	14804	19063	36855
C5	23	94962	45693	27497	36441
C6	23	116256	56420	33964	44680
C7	23	13672	14104	18505	35700
C8	23	17047	16951	21528	40679
C9	23	98718	49097	29783	39191
C10	23	91031	45340	27548	36675
C11	23	9697	11251	15675	30917
C12	23	9910	11355	15650	30784
D1	23	95151	45637	27284	36080
D2	23	97583	46132	27365	36216
D3	23	13711	13433	17392	33751
D4	23	16687	15884	19849	37509
D5	23	114447	55441	33327	43448
D6	23	109735	53456	32182	42086
D7	23	15384	15095	19199	36384
D8	23	12509	13576	18165	35207
D9	23	96808	47818	28995	38179
D10	23	92252	45935	27986	37206
D11	23	12352	13364	17815	34612
D12	23	10094	11467	15599	30540
E1	23	88309	41897	25082	33345
E2	23	100578	47726	28268	37147
E3	23	12845	12911	16877	32692
E4	23	16410	15792	19833	37410
E5	23	112203	54398	32796	42611
E6	23	114267	55714	33535	43657
E7	23	16269	15992	19917	37161
E8	23	13337	14109	18565	35894
E9	23	90824	44854	27248	36326
E10	23	98240	48883	29778	39351
E11	23	10981	12332	16498	32079
E12	23	8897	10712	14985	29714
F1	23	90421	43087	25929	34395
F2	23	98654	46405	27522	36399
F3	23	13244	13187	17143	33272
F4	23	15271	14748	18824	35978
F5	23	103397	50116	30233	39600
F6	23	104458	51454	31143	40980
F7	23	16043	16205	20739	39270
F8	23	15517	15955	20411	38687
F9	23	95614	47265	28926	38241
F10	23	98270	49076	29953	39422
F11	23	11620	12735	17257	33816
F12	23	11456	12791	17190	33247
G1	23	101626	49071	29459	38557
G2	23	100404	48125	28647	37742
G3	23	14060	13745	17722	34164
G4	23	15124	14589	18526	35302
G5	23	104018	50767	30782	40270
G6	23	98819	49115	29933	39596
G7	23	13183	14146	18752	36253
G8	23	13518	14325	18942	36651
G9	23	-13127	-8500	-5473	-4650
G10	23	-13804	-9010	-5846	-4999
G11	23	-13585	-8876	-5847	-5075
G12	23	-11748	-7504	-4784	-4072
H1	23	-11006	-7226	-4697	-4046
H2	23	-12360	-8089	-5276	-4507
H3	23	-10990	-7123	-4530	-3800
H4	23	-13314	-8685	-5568	-4680
H5	23	-12181	-7817	-4958	-4083
H6	23	-12099	-7828	-4959	-4094
H7	23	-12969	-8288	-5249	-4376
H8	23	-13402	-8660	-5562	-4694
H9	23	-14159	-9174	-5869	-4922
H10	23	-13933	-9056	-5813	-4858
H11	23	-12664	-8116	-5197	-4485
H12	23	-12444	-8042	-5197	-4475
A1	24	-12906	-8460	-5476	-4582
A2	24	-12457	-8029	-5148	-4265
A3	24	-13089	-8488	-5519	-4691
A4	24	-13610	-8841	-5706	-4859
A5	24	-12600	-8230	-5370	-4521
A6	24	-12719	-8298	-5385	-4594
A7	24	-12163	-7850	-5030	-4244
A8	24	-12422	-7965	-5075	-4236
A9	24	-12676	-8213	-5296	-4504
A10	24	-12956	-8356	-5320	-4519
A11	24	-13287	-8564	-5533	-4801
A12	24	-12221	-7868	-5077	-4312
B1	24	80364	37783	22928	31223
B2	24	78777	37053	21814	29786
B3	24	8966	9842	14137	28795
B4	24	9771	10539	14816	29989
B5	24	110488	53483	32067	41797
B6	24	97585	48248	29348	38827
B7	24	11812	12889	17282	33663
B8	24	12395	13646	18230	35332
B9	24	94710	46999	28622	37869
B10	24	84998	42423	25958	34491
B11	24	11026	12156	15974	30834
B12	24	7683	9994	14487	29116
C1	24	87871	42017	24886	32965
C2	24	97481	46860	27937	36866
C3	24	11164	11635	15764	31043
C4	24	14960	14844	19067	36842
C5	24	95460	45882	27558	36469
C6	24	116756	56639	34054	44736
C7	24	13967	14371	18738	36113
C8	24	17120	16999	21521	40598
C9	24	98530	48942	29627	38922
C10	24	91561	45608	27692	36801
C11	24	9556	11185	15549	30735
C12	24	10033	11435	15705	30869
D1	24	95886	46030	27516	36334
D2	24	98249	46538	27597	36497
D3	24	13869	13621	17535	33924
D4	24	16701	15931	19878	37511
D5	24	115002	55733	33498	43572
D6	24	110044	53591	32208	42058
D7	24	15637	15309	19356	36581
D8	24	12439	13490	18056	35009
D9	24	97547	48194	29175	38333
D10	24	92889	46296	28149	37373
D11	24	12316	13299	17708	34375
D12	24	10256	11594	15710	30670
E1	24	88712	42084	25149	33370
E2	24	100648	47774	28272	37125
E3	24	12964	13061	16976	32813
E4	24	16381	15793	19834	37391
E5	24	112848	54778	32964	42828
E6	24	114738	55932	33667	43773
E7	24	16422	16167	19994	37209
E8	24	13165	14079	18465	35654
E9	24	91359	45126	27352	36404
E10	24	99835	49738	30260	39870
E11	24	11002	12431	16566	32124
E12	24	9044	10926	15170	29972
F1	24	90560	43149	25891	34308
F2	24	98604	46366	27466	36299
F3	24	13391	13287	17210	33385
F4	24	15213	14742	18784	35882
F5	24	104272	50581	30484	39809
F6	24	104867	51628	31212	40998
F7	24	16198	16479	20910	39447
F8	24	15496	16104	20439	38651
F9	24	96024	47479	29019	38317
F10	24	98702	49317	30036	39523
F11	24	11646	12815	17287	33819
F12	24	11478	12862	17218	33272
G1	24	101784	49166	29471	38513
G2	24	100821	48402	28746	37843
G3	24	13922	13611	17535	33835
G4	24	15223	14649	18608	35429
G5	24	104005	50728	30716	40130
G6	24	99109	49264	29974	39573
G7	24	13016	14011	18580	35977
G8	24	13400	14205	18821	36392
G9	24	-13136	-8501	-5489	-4659
G10	24	-13795	-9023	-5841	-4999
G11	24	-13598	-8919	-5869	-5103
G12	24	-11780	-7522	-4798	-4105
H1	24	-11028	-7211	-4717	-4044
H2	24	-12393	-8067	-5260	-4530
H3	24	-10951	-7068	-4533	-3793
H4	24	-13314	-8677	-5555	-4698
H5	24	-12189	-7821	-4972	-4093
H6	24	-12071	-7849	-4978	-4104
H7	24	-12948	-8275	-5261	-4366
H8	24	-13393	-8676	-5569	-4703
H9	24	-14156	-9142	-5889	-4919
H10	24	-13950	-9041	-5804	-4866
H11	24	-12651	-8113	-5199	-4490
H12	24	-12448	-8061	-5204	-4480
A1	25	-12903	-8465	-5476	-4602
A2	25	-12465	-8050	-5150	-4292
A3	25	-13126	-8504	-5535	-4690
A4	25	-13638	-8847	-5724	-4841
A5	25	-12609	-8246	-5363	-4541
A6	25	-12762	-8322	-5400	-4596
A7	25	-12206	-7863	-5033	-4249
A8	25	-12394	-7985	-5071	-4258
A9	25	-12681	-8226	-5299	-4509
A10	25	-12970	-8370	-5359	-4532
A11	25	-13291	-8571	-5524	-4782
A12	25	-12243	-7872	-5089	-4305
B1	25	80691	37928	22977	31277
B2	25	80163	37765	22204	30243
B3	25	9008	9919	14152	28794
B4	25	9632	10482	14700	29791
B5	25	112547	54468	32497	42192
B6	25	98638	48775	29543	38948
B7	25	11882	13150	17454	33829
B8	25	12437	13856	18312	35358
B9	25	95652	47483	28801	37976
B10	25	85809	42839	26152	34628
B11	25	10764	12160	15871	30484
B12	25	7737	10195	14618	29204
C1	25	88492	42323	25040	33119
C2	25	97463	46694	27754	36577
C3	25	11127	11592	15712	30931
C4	25	15170	15014	19265	37123
C5	25	95131	45760	27489	36351
C6	25	117245	56872	34140	44804
C7	25	14094	14424	18760	36052
C8	25	17300	17102	21580	40671
C9	25	98804	49102	29697	38987
C10	25	91851	45799	27788	36848
C11	25	9706	11227	15558	30673
C12	25	10075	11477	15719	30825
D1	25	96898	46564	27812	36616
D2	25	97686	46168	27301	36085
D3	25	13869	13631	17539	33924
D4	25	16970	16118	20026	37725
D5	25	115183	55801	33417	43453
D6	25	111034	54111	32429	42239
D7	25	15884	15467	19473	36756
D8	25	12577	13561	18068	34996
D9	25	97965	48360	29198	38317
D10	25	93566	46654	28329	37483
D11	25	12581	13465	17799	34479
D12	25	10259	11554	15639	30540
E1	25	89317	42422	25349	33572
E2	25	100359	47550	28060	36835
E3	25	13012	13118	16992	32849
E4	25	16517	15949	19928	37464
E5	25	112935	54860	33015	42824
E6	25	115658	56441	33921	44035
E7	25	16563	16500	20269	37469
E8	25	13233	14311	18607	35735
E9	25	91777	45333	27439	36418
E10	25	99624	49576	30085	39564
E11	25	11097	12645	16697	32198
E12	25	8824	10841	14991	29576
F1	25	90927	43335	26018	34366
F2	25	98697	46402	27441	36209
F3	25	13433	13387	17305	33466
F4	25	15206	14759	18763	35819
F5	25	104900	50912	30598	39930
F6	25	106030	52241	31527	41346
F7	25	16305	16799	21103	39540
F8	25	15665	16504	20711	38830
F9	25	96503	47765	29143	38432
F10	25	99226	49541	30148	39555
F11	25	11787	13004	17406	33888
F12	25	11363	12829	17106	33014
G1	25	102364	49448	29609	38643
G2	25	100992	48438	28749	37791
G3	25	14116	13748	17660	33996
G4	25	15139	14611	18520	35293
G5	25	104392	50934	30792	40197
G6	25	99660	49552	30132	39757
G7	25	13051	14024	18601	35974
G8	25	13589	14371	18966	36604
G9	25	-13174	-8540	-5514	-4677
G10	25	-13785	-9024	-5865	-4999
G11	25	-13613	-8916	-5863	-5099
G12	25	-11805	-7560	-4821	-4133
H1	25	-11024	-7242	-4714	-4070
H2	25	-12382	-8078	-5278	-4508
H3	25	-10966	-7098	-4537	-3807
H4	25	-13315	-8698	-5575	-4701
H5	25	-12201	-7835	-4975	-4113
H6	25	-12139	-7861	-4992	-4107
H7	25	-12973	-8292	-5258	-4384
H8	25	-13399	-8666	-5586	-4711
H9	25	-14182	-9171	-5897	-4934
H10	25	-13957	-9065	-5849	-4868
H11	25	-12684	-8136	-5227	-4495
H12	25	-12482	-8057	-5205	-4481
A1	26	-12944	-8479	-5485	-4600
A2	26	-12507	-8073	-5183	-4304
A3	26	-13117	-8500	-5534	-4691
A4	26	-13635	-8851	-5716	-4857
A5	26	-12610	-8244	-5370	-4531
A6	26	-12748	-8321	-5417	-4595
A7	26	-12213	-7857	-5038	-4238
A8	26	-12431	-8004	-5077	-4248
A9	26	-12644	-8209	-5295	-4490
A10	26	-12970	-8379	-5340	-4531
A11	26	-13276	-8557	-5549	-4793
A12	26	-12217	-7867	-5090	-4310
B1	26	81620	38431	23283	31609
B2	26	79825	37562	22052	30007
B3	26	9144	10105	14336	28992
B4	26	9821	10678	14872	30015
B5	26	114180	55364	32922	42476
B6	26	100099	49518	29795	39024
B7	26	12069	13545	17682	33964
B8	26	12566	14294	18591	35549
B9	26	97527	48397	29241	38293
B10	26	86533	43191	26254	34657
B11	26	11109	12771	16299	30831
B12	26	7776	10517	14782	29247
C1	26	88585	42296	24972	32995
C2	26	97643	46855	27830	36661
C3	26	11168	11618	15698	30923
C4	26	15137	14976	19182	36941
C5	26	95201	45734	27393	36170
C6	26	117583	57038	34220	44844
C7	26	14495	14712	19004	36368
C8	26	17572	17287	21640	40693
C9	26	99445	49519	29918	39243
C10	26	92071	45911	27813	36820
C11	26	10272	11689	15958	31297
C12	26	10271	11588	15774	30841
D1	26	96657	46407	27639	36391
D2	26	98375	46525	27518	36320
D3	26	13802	13547	17411	33668
D4	26	16921	16101	19970	37574
D5	26	115724	56080	33522	43442
D6	26	111595	54367	32491	42225
D7	26	16177	15620	19528	36752
D8	26	12781	13687	18134	35031
D9	26	98267	48510	29231	38267
D10	26	93780	46758	28326	37380
D11	26	13019	13752	18039	34788
D12	26	10393	11656	15686	30541
E1	26	89266	42361	25268	33431
E2	26	100856	47824	28208	36943
E3	26	12761	12945	16805	32462
E4	26	16374	15888	19826	37262
E5	26	113399	55079	33112	42868
E6	26	116286	56706	34023	44128
E7	26	16665	16863	20464	37546
E8	26	13424	14799	18909	35986
E9	26	92041	45444	27457	36386
E10	26	99991	49795	30170	39604
E11	26	11324	13073	16973	32492
E12	26	9029	11247	15251	29853
F1	26	90997	43378	25968	34318
F2	26	98902	46489	27463	36167
F3	26	13305	13335	17220	33242
F4	26	15194	14820	18786	35809
F5	26	105815	51371	30809	40024
F6	26	106540	52483	31565	41252
F7	26	16371	17295	21370	39636
F8	26	15656	16954	20894	38852
F9	26	96808	47902	29209	38426
F10	26	99376	49626	30112	39480
F11	26	11940	13239	17558	33994
F12	26	11730	13276	17487	33470
G1	26	102880	49713	29744	38750
G2	26	101000	48488	28726	37713
G3	26	14196	13883	17806	34231
G4	26	15329	14774	18715	35560
G5	26	104712	51095	30857	40252
G6	26	99816	49639	30145	39726
G7	26	13173	14132	18680	36095
G8	26	13614	14418	18978	36609
G9	26	-13166	-8540	-5498	-4683
G10	26	-13808	-9009	-5873	-5014
G11	26	-13627	-8929	-5864	-5108
G12	26	-11791	-7531	-4824	-4094
H1	26	-11060	-7258	-4729	-4047
H2	26	-12389	-8087	-5268	-4526
H3	26	-11020	-7139	-4581	-3827
H4	26	-13344	-8707	-5590	-4706
H5	26	-12197	-7839	-4986	-4105
H6	26	-12133	-7870	-4991	-4100
H7	26	-12981	-8309	-5255	-4397
H8	26	-13390	-8682	-5581	-4687
H9	26	-14186	-9176	-5900	-4951
H10	26	-13975	-9061	-5815	-4884
H11	26	-12669	-8126	-5204	-4480
H12	26	-12492	-8077	-5208	-4502
A1	27	-12924	-8471	-5492	-4595
A2	27	-12511	-8054	-5156	-4287
A3	27	-13117	-8507	-5531	-4702
A4	27	-13627	-8852	-5718	-4863
A5	27	-12650	-8261	-5407	-4539
A6	27	-12770	-8342	-5436	-4612
A7	27	-12242	-7885	-5044	-4270
A8	27	-12461	-8013	-5103	-4262
A9	27	-12689	-8230	-5302	-4507
A10	27	-12983	-8377	-5368	-4546
A11	27	-13290	-8565	-5539	-4796
A12	27	-12200	-7853	-5067	-4291
B1	27	81528	38361	23209	31463
B2	27	80302	37782	22148	30094
B3	27	9058	10119	14305	28904
B4	27	9824	10812	14927	30021
B5	27	115576	55935	32946	42124
B6	27	102849	50900	30326	39197
B7	27	12102	14132	18016	34119
B8	27	12588	14909	18924	35670
B9	27	99462	49398	29611	38451
B10	27	88089	44022	26632	34813
B11	27	11204	13497	16726	31103
B12	27	7740	10960	14988	29205
C1	27	88902	42510	25062	33082
C2	27	97655	46818	27769	36527
C3	27	11518	11895	15927	31220
C4	27	15264	15067	19246	37043
C5	27	96467	46404	27775	36609
C6	27	118020	57245	34285	44846
C7	27	14828	14837	18915	36120
C8	27	18062	17557	21741	40785
C9	27	99730	49631	29954	39213
C10	27	92637	46206	27952	36997
C11	27	10167	11492	15645	30709
C12	27	10448	11640	15725	30684
D1	27	97203	46671	27801	36531
D2	27	98292	46465	27434	36141
D3	27	13983	13700	17498	33776
D4	27	17072	16199	20038	37632
D5	27	117636	56991	33893	43699
D6	27	112393	54745	32593	42145
D7	27	16630	15918	19694	36911
D8	27	13153	13886	18184	35052
D9	27	99504	49188	29557	38523
D10	27	94686	47238	28542	37533
D11	27	13334	13832	17899	34432
D12	27	10657	11814	15733	30575
E1	27	89683	42599	25373	33546
E2	27	101165	47935	28212	36950
E3	27	12916	13212	16959	32641
E4	27	16537	16188	20026	37474
E5	27	113169	54928	32921	42599
E6	27	115888	56537	33874	43852
E7	27	16882	17556	20880	37848
E8	27	13493	15444	19277	36122
E9	27	93043	45991	27721	36615
E10	27	101245	50459	30470	39855
E11	27	11248	13383	17099	32389
E12	27	9179	11725	15602	30113
F1	27	91339	43567	26063	34377
F2	27	99219	46623	27496	36207
F3	27	13315	13495	17249	33251
F4	27	15404	15066	18998	36084
F5	27	106853	51909	30978	40053
F6	27	108124	53336	31970	41582
F7	27	16489	18103	21815	39860
F8	27	15848	17896	21481	39211
F9	27	97014	48043	29247	38438
F10	27	100029	49963	30280	39633
F11	27	12106	13619	17780	34116
F12	27	11977	13740	17774	33687
G1	27	102970	49785	29736	38669
G2	27	101138	48530	28729	37659
G3	27	14218	13895	17807	34221
G4	27	15483	14908	18819	35718
G5	27	104830	51113	30853	40198
G6	27	100126	49785	30216	39733
G7	27	13186	14162	18671	36003
G8	27	13785	14539	19064	36698
G9	27	-13185	-8537	-5513	-4673
G10	27	-13798	-9011	-5858	-5001
G11	27	-13671	-8944	-5887	-5129
G12	27	-11755	-7510	-4781	-4084
H1	27	-11063	-7248	-4754	-4068
H2	27	-12381	-8090	-5272	-4505
H3	27	-11039	-7140	-4593	-3810
H4	27	-13373	-8724	-5599	-4711
H5	27	-12201	-7847	-4978	-4103
H6	27	-12159	-7867	-5006	-4123
H7	27	-12965	-8306	-5280	-4388
H8	27	-13403	-8678	-5569	-4723
H9	27	-14206	-9175	-5902	-4931
H10	27	-13976	-9060	-5840	-4866
H11	27	-12665	-8129	-5230	-4479
H12	27	-12479	-8056	-5207	-4504
A1	28	-12926	-8478	-5485	-4605
A2	28	-12504	-8074	-5151	-4300
A3	28	-13142	-8505	-5536	-4692
A4	28	-13631	-8826	-5728	-4871
A5	28	-12638	-8262	-5396	-4534
A6	28	-12766	-8325	-5421	-4604
A7	28	-12245	-7891	-5043	-4270
A8	28	-12468	-7982	-5098	-4254
A9	28	-12709	-8237	-5306	-4516
A10	28	-12990	-8374	-5361	-4543
A11	28	-13308	-8559	-5550	-4788
A12	28	-12240	-7887	-5097	-4303
B1	28	82329	38778	23458	31740
B2	28	81013	38185	22370	30382
B3	28	9159	10421	14473	29023
B4	28	10002	11136	15151	30204
B5	28	120523	58419	33951	42644
B6	28	107857	53424	31296	39587
B7	28	12224	15053	18578	34447
B8	28	12780	15940	19544	35986
B9	28	102616	51000	30154	38530
B10	28	90472	45210	27028	34965
B11	28	10973	14158	16956	30844
B12	28	7947	11895	15581	29610
C1	28	89204	42611	25116	33097
C2	28	98603	47251	28012	36745
C3	28	11646	12001	15979	31261
C4	28	15315	15122	19277	37067
C5	28	96847	46575	27818	36549
C6	28	119140	57822	34588	45157
C7	28	15635	15190	18999	36070
C8	28	18897	17977	21898	40790
C9	28	99997	49735	29965	39132
C10	28	92912	46343	27982	36962
C11	28	11030	11981	15907	30950
C12	28	11090	12031	15929	30922
D1	28	97655	46892	27914	36653
D2	28	98769	46697	27532	36231
D3	28	14131	13776	17534	33774
D4	28	17368	16452	20192	37803
D5	28	119994	58082	34314	43908
D6	28	114889	56000	33140	42489
D7	28	17438	16336	19850	36958
D8	28	13799	14238	18311	35087
D9	28	100723	49781	29782	38595
D10	28	96182	47990	28823	37663
D11	28	14657	14637	18387	34904
D12	28	11224	12112	15871	30720
E1	28	90051	42803	25475	33588
E2	28	101510	48131	28328	37045
E3	28	12891	13423	17033	32594
E4	28	16756	16551	20280	37688
E5	28	113607	55075	32960	42511
E6	28	117237	57192	34234	44154
E7	28	17064	18519	21440	38160
E8	28	13599	16426	19828	36373
E9	28	94089	46517	27909	36674
E10	28	102432	51042	30678	39906
E11	28	11492	14251	17637	32759
E12	28	9190	12293	15871	30135
F1	28	91836	43775	26200	34474
F2	28	99896	47009	27725	36472
